"V1" "V2" "V3" "V4"
"1" 0.3125 0.5625 0.9375 0.395833333333333
"2" 0.770833333333333 0.104166666666667 0.729166666666667 0.729166666666667
"3" 0.0208333333333333 0.354166666666667 0.0625 0.5625
"4" 0.229166666666667 0.6875 0.6875 0.895833333333333
"5" 0.854166666666667 0.145833333333333 0.229166666666667 0.604166666666667
"6" 0.270833333333333 0.1875 0.770833333333333 0.6875
"7" 0.354166666666667 0.0208333333333333 0.270833333333333 0.8125
"8" 0.5625 0.9375 0.979166666666667 0.270833333333333
"9" 0.6875 0.604166666666667 0.520833333333333 0.645833333333333
"10" 0.0625 0.854166666666667 0.895833333333333 0.354166666666667
"11" 0.145833333333333 0.895833333333333 0.395833333333333 0.4375
"12" 0.979166666666667 0.270833333333333 0.145833333333333 0.104166666666667
"13" 0.104166666666667 0.729166666666667 0.1875 0.9375
"14" 0.9375 0.3125 0.645833333333333 0.0208333333333333
"15" 0.895833333333333 0.770833333333333 0.354166666666667 0.145833333333333
"16" 0.8125 0.8125 0.854166666666667 0.854166666666667
"17" 0.520833333333333 0.479166666666667 0.3125 0.479166666666667
"18" 0.604166666666667 0.645833333333333 0.0208333333333333 0.770833333333333
"19" 0.645833333333333 0.979166666666667 0.479166666666667 0.3125
"20" 0.1875 0.395833333333333 0.5625 0.520833333333333
"21" 0.4375 0.520833333333333 0.4375 0.979166666666667
"22" 0.395833333333333 0.0625 0.604166666666667 0.1875
"23" 0.479166666666667 0.229166666666667 0.104166666666667 0.0625
"24" 0.729166666666667 0.4375 0.8125 0.229166666666667
