"V1" "V2" "V3" "V4"
"1" 0.6875 0.854166666666667 0.229166666666667 0.895833333333333
"2" 0.645833333333333 0.979166666666667 0.9375 0.3125
"3" 0.1875 0.354166666666667 0.270833333333333 0.270833333333333
"4" 0.854166666666667 0.729166666666667 0.395833333333333 0.479166666666667
"5" 0.9375 0.4375 0.0208333333333333 0.5625
"6" 0.479166666666667 0.1875 0.4375 0.0625
"7" 0.270833333333333 0.104166666666667 0.5625 0.9375
"8" 0.229166666666667 0.395833333333333 0.770833333333333 0.645833333333333
"9" 0.3125 0.479166666666667 0.520833333333333 0.145833333333333
"10" 0.0208333333333333 0.770833333333333 0.145833333333333 0.395833333333333
"11" 0.979166666666667 0.895833333333333 0.645833333333333 0.604166666666667
"12" 0.770833333333333 0.229166666666667 0.854166666666667 0.229166666666667
"13" 0.354166666666667 0.6875 0.354166666666667 0.979166666666667
"14" 0.895833333333333 0.270833333333333 0.895833333333333 0.6875
"15" 0.395833333333333 0.9375 0.0625 0.1875
"16" 0.729166666666667 0.645833333333333 0.6875 0.0208333333333333
"17" 0.8125 0.5625 0.8125 0.854166666666667
"18" 0.0625 0.8125 0.3125 0.104166666666667
"19" 0.5625 0.520833333333333 0.729166666666667 0.520833333333333
"20" 0.104166666666667 0.0208333333333333 0.104166666666667 0.729166666666667
"21" 0.520833333333333 0.604166666666667 0.1875 0.4375
"22" 0.145833333333333 0.0625 0.479166666666667 0.770833333333333
"23" 0.604166666666667 0.3125 0.979166666666667 0.354166666666667
"24" 0.4375 0.145833333333333 0.604166666666667 0.8125
