"V1" "V2" "V3" "V4"
"1" 0.0208333333333333 0.145833333333333 0.645833333333333 0.354166666666667
"2" 0.0625 0.645833333333333 0.8125 0.270833333333333
"3" 0.104166666666667 0.9375 0.5625 0.6875
"4" 0.145833333333333 0.479166666666667 0.3125 0.4375
"5" 0.1875 0.895833333333333 0.354166666666667 0.1875
"6" 0.229166666666667 0.229166666666667 0.895833333333333 0.770833333333333
"7" 0.270833333333333 0.104166666666667 0.395833333333333 0.854166666666667
"8" 0.3125 0.979166666666667 0.104166666666667 0.645833333333333
"9" 0.354166666666667 0.0208333333333333 0.229166666666667 0.3125
"10" 0.395833333333333 0.5625 0.145833333333333 0.895833333333333
"11" 0.4375 0.604166666666667 0.604166666666667 0.729166666666667
"12" 0.479166666666667 0.4375 0.979166666666667 0.395833333333333
"13" 0.520833333333333 0.0625 0.6875 0.145833333333333
"14" 0.5625 0.395833333333333 0.0208333333333333 0.479166666666667
"15" 0.604166666666667 0.520833333333333 0.4375 0.229166666666667
"16" 0.645833333333333 0.8125 0.854166666666667 0.0625
"17" 0.6875 0.6875 0.0625 0.0208333333333333
"18" 0.729166666666667 0.854166666666667 0.270833333333333 0.5625
"19" 0.770833333333333 0.1875 0.9375 0.8125
"20" 0.8125 0.729166666666667 0.479166666666667 0.979166666666667
"21" 0.854166666666667 0.770833333333333 0.729166666666667 0.520833333333333
"22" 0.895833333333333 0.3125 0.520833333333333 0.604166666666667
"23" 0.9375 0.354166666666667 0.770833333333333 0.104166666666667
"24" 0.979166666666667 0.270833333333333 0.1875 0.9375
