"V1" "V2" "V3" "V4"
"1" 0.9375 0.3125 0.9375 0.645833333333333
"2" 0.604166666666667 0.104166666666667 0.8125 0.3125
"3" 0.104166666666667 0.4375 0.0208333333333333 0.354166666666667
"4" 0.395833333333333 0.270833333333333 0.604166666666667 0.520833333333333
"5" 0.145833333333333 0.145833333333333 0.729166666666667 0.854166666666667
"6" 0.3125 0.645833333333333 0.854166666666667 0.729166666666667
"7" 0.4375 0.979166666666667 0.3125 0.5625
"8" 0.0625 0.354166666666667 0.895833333333333 0.104166666666667
"9" 0.729166666666667 0.9375 0.770833333333333 0.895833333333333
"10" 0.1875 0.895833333333333 0.645833333333333 0.270833333333333
"11" 0.0208333333333333 0.5625 0.479166666666667 0.604166666666667
"12" 0.229166666666667 0.770833333333333 0.1875 0.9375
"13" 0.895833333333333 0.604166666666667 0.0625 0.770833333333333
"14" 0.854166666666667 0.1875 0.354166666666667 0.0208333333333333
"15" 0.770833333333333 0.0625 0.395833333333333 0.979166666666667
"16" 0.645833333333333 0.854166666666667 0.104166666666667 0.145833333333333
"17" 0.979166666666667 0.729166666666667 0.520833333333333 0.479166666666667
"18" 0.479166666666667 0.229166666666667 0.145833333333333 0.6875
"19" 0.520833333333333 0.8125 0.979166666666667 0.395833333333333
"20" 0.6875 0.395833333333333 0.229166666666667 0.4375
"21" 0.5625 0.479166666666667 0.5625 0.8125
"22" 0.354166666666667 0.6875 0.4375 0.0625
"23" 0.270833333333333 0.0208333333333333 0.270833333333333 0.229166666666667
"24" 0.8125 0.520833333333333 0.6875 0.1875
